Manufacturer name;Manufacturer part number;PAR part number;Product name;Vendor account;Last receipt date
ParTech, Inc.;NO SOURCE CONTROL;842007014;SCREW-PAN HEAD SS #2-56 X 3/16 PH;;
ParTech, Inc.;NO SOURCE CONTROL;842014501;M2x8 7985 ZN Machine Screw;;
ParTech, Inc.;NO SOURCE CONTROL;874008201;Standoff  Round Aluminum Threaded;;
MOXA;NPort 5410;988019601;4 Port Serial Hub Mcds;;
MOXA;NPORT 5410 (MCD);988019602;4 Port Serial Hub McDonald's;MOX01;10/4/2021
ENERSYS;NPS-12C;363015801;Battery 12v 5ah Lead Acid;AMA04;4/19/2022
ENERSYS;NPS-12C;363015801;Battery 12v 5ah Lead Acid;NEW47;9/21/2020
OMNITRONICS;O100VGAW/PIG/PAR;980019214;100'Vga W/Rmvbl Ends Digital;OMN03;8/29/2022
PANDUIT;OCF5EI-E**;538000103;Duct,Surf Out Cnr .5in E/I;HAR22;4/26/2021
PANDUIT;OCF5WH-E;538000603;Outside Corner;;
APG Inc.;OK-804-1;980000576;Media Tray Kit-Tray & Divider;;
Omnitronix;OM3USB25PPRTADP;C4743;Printer Adapter Cable for M4743-01 McDonalds;OMN03;3/16/2023
Omnitronix;OM3USB25PPRTADP;C4743;Printer Adapter Cable for M4743-01 McDonalds;PAN13;8/15/2022
OMNITRONIX CORP;OM6VGA-MM;C3629;VGA Cable 6 feet;OMN03;12/29/2022
OMNITRONICS;OM8M8F-8;C4824;"8"" Extension Cable-Mcd'S Only";OMN03;1/18/2022
OMNITRONICS;OMADP135;955001501;Ac Adapter C14/C5;OMN03;5/25/2022
OMNITRONIX CORP;OMARCYL;K8102-17C;Arched Canopy Kit;OMN03;11/23/2022
OMNITRONIX CORP;OMCAMINSKIT2;K8102-17A;Dome Camera Installation Kit for K8102-19 and K8102-20;OMN03;12/5/2022
OMNITRONICS;OMDP/VGA;988017707;Adpt-Disp Port M To Vga Fem;CAB02;9/15/2020
OMNITRONICS;OMDUALPOWER;988017708;Y Power Cord;OMN03;12/9/2022
OMNITRONICS;OMLKSTRP/2;893005401;Dual Lock Fastener 12pk 3in;OMN03;12/5/2022
Omnitronix;OMNIDUAL;466004101;Twist Lock AC Y-Cable Power Cord (McDonalds);OMN03;5/26/2022
Omnitronix;OMNIDUAL100P-KIT;K4586-03;Mcd Dual Pt H/W Cble Kit Dgtl;OMN03;1/12/2023
Omnitronix;OMNIDUAL100P-KIT;K4586-04;Dual Point Hardware Cabling Kit For McDonald’s;;
OMNITRONICS;OMNIDUAL100P-KIT;K4586-03;Mcd Dual Pt H/W Cble Kit Dgtl;OMN03;1/12/2023
TRIPP LITE;OMNISMART700;363010701;Ups-Omnismart700;;
TRIPP LITE;OMNISMART700TSU;363010702;UPS-Omnismart700TSU;TRI16;7/22/2022
TRIPP LITE;OMNIVS800(1);363016401;Ups 800va 475w Kfc;TRI16;8/31/2022
OMNITRONIX CORP;OMPGTM;980019221;1 foot VGA with Round M End;;
OMNITRONIX CORP;OMPRINTER25;980031001;25 FT. USB 2.0 cable AM to BM;;
OMNITRONIX CORP;OMPRINTER50;C8210;50 foot USB Printer Cable for McDonalds;OMN03;2/14/2023
OMNITRONIX CORP;OMPRINTER80;980031002;80 FT. USB 2.0 cable AM to BM;;
OMNITRONIX CORP;OMPTB100B-KIT;K5307-52A;McDonalds 100FT Mini-Comm Kit;OMN03;1/4/2023
OMNITRONIX CORP;OMPTB100-KIT;K5307-52;McDonalds 100FT MINI-COMM KIT;OMN03;2/25/2021
OMNITRONIX CORP;OMPTB50B-KIT;K5307-51A;McDonalds 50FT Mini-Comm Kit;OMN03;1/11/2023
OMNITRONIX CORP;OMPTB50-KIT;K5307-51;McDonalds 50FT MINI-COMM KIT;OMN03;2/25/2021
OMNITRONIX CORP;OMPWRADAPT12;980031003;8W AC/DC Adapter 12 ft;OMN03;1/19/2023
Omnitronix;OMPWRCBLADPT;467037201;IO Link Controller Power Adapter Cable;;
OMNITRONIX CORP;OMRJ45SWBX;980029001;RJ45 AB Switch Box;;
Omnitronix;OMRJCOINCBL;980011706;Interface Cable, DB9-RJ45;OMN03;11/23/2022
OMNITRONICS;OMSSGPCABLEKIT;467036401;Cbl Kit Ss Grill Printers Mcds;OMN03;11/7/2022
OMNITRONIX CORP;OMSWUSBU;K3662-01;USB Printer A/B Switchbox;;
OMNITRONIX CORP;OMSWUSBU-KIT;K3662;USB Printer A/B Switchbox KIT;OMN03;3/13/2023
Omnitronix;OMTRSBRONZE;K5306-04;McDonald's – Bronze Kit;;
Omnitronix;OMTRSGOLDNEW;K5306-06;McDonald's – Gold Kit;;
Omnitronix;OMTRSGOLDUPGRADE;K5306-07;Network Gold Upgrade for McDonald's;;
Omnitronix;OMTRSSILVERNONAOT;K5306-05;McDonald's – Silver Kit – No - AOT;;
OMNITRONIX CORP;OMUSB15ABMM/B;C3717-03;Shielded RJ45 to USB Male, 15ft;CAB02;11/14/2022
OMNITRONIX CORP;OMUSBAB3;980029005;USB 2.0 A/B BLACK 3 FT;;
OMNITRONICS;OMUSBAB3;467032201;Usb A To Usb B Adpt Cble 3';OMN03;8/11/2022
OMNITRONIX CORP;OMUSBEXAPC;980029004;USB EXTENSION OVER CAT 5/6;;
OMNITRONIX CORP;OMUSBPR50-KIT;K3661;RJ45 USB AB Switch Box;;
OMNITRONICS;OMVESABOLT-KIT;988017709;H/W Bundle;;
OMNITRONIX CORP;OMVGARNM100;980019220;100 Foot VGA with Round F End;;
ONN Inc;ONA17AV004V;920000517;Video Adapter HDMI Male to VGA Female Cable;CDW01;1/29/2020
ONN Inc;ONA17AV004V;980015683;Video Adapter HDMI Male to VGA Female Cable;;
DELL MARKETING LP - PA;OWJNY3;988017706;C/A Blk Dvi To Vga Dual Video;DEL13;4/20/2022
BR METAL TECHNOLOGY, INC.;P001689803;001689803;Bracket Mtg Power Supply;BRM01;3/1/2023
TRIPP LITE;P006-003;8772463;Power Cord Adapter - 3FT, 18AWG 10A 125V 5-15P to C13;;
PHISTEK;P101VG;K7558;"10"" 12vdc Monitor W/Stand";PHI30;7/12/2021
PHISTEK;P101VGTSA110;K7558;"10"" 12vdc Monitor W/Stand";PHI30;7/12/2021
PHISTEK;P150VP;985015301;"15"" Pcap Lcd Monitor,Rimless";PHI30;3/30/2020
DELL MARKETING LP - PA;P2319H;985016901;23” LCD For McDonald’s Only;DEL13;12/6/2022
AURUS, INC.;P2PE KEY INJECTION;269035572;PAR Pay - P2PE Key Injection;AUR05;3/20/2023
PHINO ELECTRICAL WIRE & CABLE;P318+S301RL;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;ICP01;11/22/2021
PHINO ELECTRICAL WIRE & CABLE;P318+S301RL;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;POS36;5/5/2022
PHINO ELECTRICAL WIRE & CABLE;P318+S301RL;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;PTCB;2/14/2022
PHINO ELECTRICAL WIRE & CABLE;P318+S301RL;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;SPA11;5/19/2022
Altantic ComputerTech, Inc_CablesOnline.com;P-4006;C3650;C/A Switch Box Ptr Cable 5';CAB02;3/14/2022
Altantic ComputerTech, Inc_CablesOnline.com;P-4006;C3650;C/A Switch Box Ptr Cable 5';CAB35;1/3/2023
AURUS, INC.;P400-USB-PSU;269035579;P400 VeriFone, includes Power Supply & USB Cable;AUR05;3/20/2023
AURUS, INC.;P400-USB-PSU;269035579;P400 VeriFone, includes Power Supply & USB Cable;POS37;9/13/2022
AURUS, INC.;P400-USB-PSU;269035579;P400 VeriFone, includes Power Supply & USB Cable;REA01;1/6/2023
AURUS, INC.;P400-USB-PSU;269035579;P400 VeriFone, includes Power Supply & USB Cable;RET05;12/21/2022
Altantic ComputerTech, Inc_CablesOnline.com;P-4025;C3654;C/A Switch Box Ptr Cable 25';CAB02;12/17/2021
Altantic ComputerTech, Inc_CablesOnline.com;P-4025;C3654;C/A Switch Box Ptr Cable 25';CAB35;1/3/2023
UNICORP;P513-M09-F16-E;874003107;Standoff-Hex 4-40 X 1/4;THR10;3/25/2020
APC;P6W (1)**;363018601;Surge Protector (Outlet Mt);SCA05;5/9/2022
APC;P6W (1)**;363018601;Surge Protector (Outlet Mt);SYN10;2/13/2023
STARTECH;PAC10110;466002811;Power Cord - 10 foot - US Plug;CDW01;9/17/2021
STARTECH;PAC10110;466002811;Power Cord - 10 foot - US Plug;PTCB;2/21/2022
STARTECH;PAC10110;466002811;Power Cord - 10 foot - US Plug;SYN10;3/25/2020
Rusell Industries;PAD-5012;544001901;Bumper,Blk Slf/Stick;XTO01;3/16/2023
COMMUNICATIONS SUPPLY;PANDUIT REGISTER;K5307-10;Mcd Reg Reaceway Comps (Csc);;
AURUS;PAR Pay Test Cards Set of 2;PPAY-TSTCRDS2;Eval Test Cards Set Of 2;;
ID Tech Inc.;PAR3303-12;794002601;Mag Reader (Ttl-Interface0;IDT01;11/29/2019
ID Tech Inc.;PAR3303-12;794002601;Mag Reader (Ttl-Interface0;PAR100;2/1/2023
NSO PRESS;PARTECH FIELD INVENTORY LABEL;875004001;Label-Field Service Inventory;JNW01;5/20/2022
BR METAL TECHNOLOGY, INC.;PB475;542003103;Mounting Bracket K4704-01r;BRM01;3/2/2023
BR METAL TECHNOLOGY, INC.;PB96;K3688-11;Power Brick Bracket Mcd'S;BRM01;5/11/2022
PYLE AUDIO;PCA1;988017601;Amp,Mini 2x15w Stereo Pza Hut;AMA04;10/28/2022
SuperMicro;PCM #  MCP-290-30201-0B;920000126;Server Mounting Brackets;;
ZHANGJIAGAN HONGSHENG ELEC CO;PCM040101000;980015801;M8570 Spare Key;ZHA01;1/10/2023
ZHANGJIAGAN HONGSHENG ELEC CO;PCM140181001;980018911;Sus Front Cover W/Dual Slots;ZHA01;1/27/2022
ZHANGJIAGAN HONGSHENG ELEC CO;PCM140181001;980019412;Sus Front Cover;;
ZHANGJIAGAN HONGSHENG ELEC CO;PCP001605000;980015824;M8570 Side Roller;;
ZHANGJIAGAN HONGSHENG ELEC CO;PCP140285000;K8570;Money Tray Insert,5 Compartmnt;PAR100;2/1/2023
ZHANGJIAGAN HONGSHENG ELEC CO;PCP140285000;K8570;Money Tray Insert,5 Compartmnt;ZHA01;1/10/2023
ZHANGJIAGAN HONGSHENG ELEC CO;PCR016085000;980015822;M8570 Front Rubber Cushion;;
SPARKLE POWER;PCR-F2306-PTI;F2306;F2306 120v Twist Lock Pwrcord;SPA11;10/4/2021
SPARKLE POWER;PCR-F2317-01-PTI;F2317-01;Y CBL PWR CORD 12';CAB10;1/17/2020
SPARKLE POWER;PCR-F2317-01-PTI;F2317-01;Y CBL PWR CORD 12';SPA11;10/8/2019
SPARKLE POWER INC;PCR-F2317-01-PTI;F2317-01;Y CBL PWR CORD 12';CAB10;1/17/2020
SPARKLE POWER INC;PCR-F2317-01-PTI;F2317-01;Y CBL PWR CORD 12';SPA11;10/8/2019
SPARKLE POWER;PCR-F2354-PTI;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;ICP01;11/22/2021
SPARKLE POWER;PCR-F2354-PTI;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;POS36;5/5/2022
SPARKLE POWER;PCR-F2354-PTI;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;PTCB;2/14/2022
SPARKLE POWER;PCR-F2354-PTI;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;SPA11;5/19/2022
SPARKLE POWER;PCR-RB3US-PTI;F2350;Right angle Power Cord 8' - US Plug;POS36;3/3/2022
SPARKLE POWER;PCR-RB3US-PTI;F2350;Right angle Power Cord 8' - US Plug;PTCB;2/21/2022
SPARKLE POWER;PCR-RB3US-PTI;F2350;Right angle Power Cord 8' - US Plug;SPA11;3/21/2023
SPARKLE POWER INC;PCR-RB3US-PTI;F2350;Right angle Power Cord 8' - US Plug;POS36;3/3/2022
SPARKLE POWER INC;PCR-RB3US-PTI;F2350;Right angle Power Cord 8' - US Plug;PTCB;2/21/2022
SPARKLE POWER INC;PCR-RB3US-PTI;F2350;Right angle Power Cord 8' - US Plug;SPA11;3/21/2023
SPARKLE POWER INC;PCR-RB3US-PTI-R3;F2350;Right angle Power Cord 8' - US Plug;POS36;3/3/2022
SPARKLE POWER INC;PCR-RB3US-PTI-R3;F2350;Right angle Power Cord 8' - US Plug;PTCB;2/21/2022
SPARKLE POWER INC;PCR-RB3US-PTI-R3;F2350;Right angle Power Cord 8' - US Plug;SPA11;3/21/2023
SPARKLE POWER;PCR-S3UK-200B;F2334;Pwrcord Es2k Mini 3p Uk Hk Uae;;
Logic Controls/Bematech;PD3900UP-BK;980015662;Pole Display Pd3900;;
Hubbell Inc.;PDB12S;78806932402;Enclosure (Mic and Switch);;
MS CASH DRAWERS;P-DMPLE-108;980012544;Key Only For 108;;
Logic Controls/Bematech;PD-PA-7.5VAC;980015664;Power Supply 7.5vac;;
PATRIOT MEMORY, INC.;PEF32GSBUSB;266005602;Flash Drive Ubs3.0 64gb+ Mcds;AMA04;2/24/2023
PATRIOT MEMORY, INC.;PEF32GSBUSB;266005602;Flash Drive Ubs3.0 64gb+ Mcds;NEW47;10/20/2020
PATRIOT MEMORY, INC.;PEF32GUSB;266005602;Flash Drive Ubs3.0 64gb+ Mcds;AMA04;2/24/2023
PATRIOT MEMORY, INC.;PEF32GUSB;266005602;Flash Drive Ubs3.0 64gb+ Mcds;NEW47;10/20/2020
PATRIOT MEMORY, INC.;PEF64GSRUSB;266005602;Flash Drive Ubs3.0 64gb+ Mcds;AMA04;2/24/2023
PATRIOT MEMORY, INC.;PEF64GSRUSB;266005602;Flash Drive Ubs3.0 64gb+ Mcds;NEW47;10/20/2020
R-TRONICS, INC;PER  PAR DRAWING;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
R-TRONICS, INC;PER  PAR DRAWING;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
Global Interconnect Inc.;PER C3624 DRAWING;C3624;Color VGA Extension Cable (Male to Male) - 25 foot;CAB02;7/29/2020
AMPHENOL INTERCONNECT PRODUCTS COMPANY;PER C3624 DRAWING;C3624;Color VGA Extension Cable (Male to Male) - 25 foot;CAB02;7/29/2020
R-TRONICS, INC;PER C3624 DRAWING;C3624;Color VGA Extension Cable (Male to Male) - 25 foot;CAB02;7/29/2020
Harbor Electronics;PER C3624 DRAWING;C3624;Color VGA Extension Cable (Male to Male) - 25 foot;CAB02;7/29/2020
SIMCONA ELECTRONICS CORPORATION;PER C3624 DRAWING;C3624;Color VGA Extension Cable (Male to Male) - 25 foot;CAB02;7/29/2020
Apple Converting Inc.;PER DESCRIPTION;754001804;Label 4 X 6 Paper;WSP01;8/18/2022
Jia Hui;PER DESCRIPTION;848003920;#8-18X.375 HI-LO Philips Flat Head Screw;THR10;3/8/2023
Shanghai Youth Trading Co Ltd;PER DRAWING;754001804;Label 4 X 6 Paper;WSP01;8/18/2022
Harbor Electronics;PER PAR DRAWING;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
Harbor Electronics;PER PAR DRAWING;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
legrand;PER PAR DRAWING;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
legrand;PER PAR DRAWING;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
SIMCONA ELECTRONICS CORPORATION;PER PAR DRAWING;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
SIMCONA ELECTRONICS CORPORATION;PER PAR DRAWING;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
Global Interconnect Inc.;PER PAR DRAWING;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
Global Interconnect Inc.;PER PAR DRAWING;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
AMPHENOL INTERCONNECT PRODUCTS COMPANY;PER PAR DRAWING;C3621;Color VGA Extender Cable (Male to Male) - 10 foot;CAB02;3/10/2022
AMPHENOL INTERCONNECT PRODUCTS COMPANY;PER PAR DRAWING;C3621;Color VGA Extender Cable (Male to Male) - 10 foot;CDW01;3/20/2023
GLOBAL INTERCONNECT;PER PAR DRAWING;C3802;C/A,Prtr Db25/Centronics 10ft;CAB02;9/28/2020
Access-USA;PER PAR DRAWING;755047901;Braille Touch Tag;ACC22;10/4/2022
Access-USA;PER PAR DRAWING;755047901;Braille Touch Tag;TAC01;4/21/2020
R-TRONICS, INC;PER PAR DRAWING;C3802;C/A,Prtr Db25/Centronics 10ft;CAB02;9/28/2020
AMPHENOL INTERCONNECT PRODUCTS COMPANY;PER PAR DRAWING C3620;C3620;C/A-Color Vga Ext M/M 5ft;CAB02;6/29/2021
AMPHENOL INTERCONNECT PRODUCTS COMPANY;PER PAR DRAWING C3620;C3620;C/A-Color Vga Ext M/M 5ft;CDW01;1/31/2023
GLOBAL INTERCONNECT;per PAR drwg;467010811;Cable-Video 25';;
GLOBAL INTERCONNECT;per PAR drwg;C3631;C/A Clr Vga M/F 10';;
GLOBAL INTERCONNECT;per PAR drwg;C3634;C/A Clr Vga M/F 25';;
GLOBAL INTERCONNECT;per PAR drwg;C3635;C/A Clr Vga M/F 50';;
GLOBAL INTERCONNECT;per PAR drwg;C3637;C/A Clr Vga M/F 100';;
GLOBAL INTERCONNECT;per PAR drwg;C3801;C/A,Prtr Db25/Centronics 5ft;;
GLOBAL INTERCONNECT;per PAR drwg;C3805;C/A Ptr Centr Extended 100';;
GLOBAL INTERCONNECT;per PAR drwg;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
GLOBAL INTERCONNECT;per PAR drwg;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
GLOBAL INTERCONNECT;per PAR drwg;C3862;C/A,Epson Serial Ptr 10 Feet;GLO51;7/25/2022
YC CABLE;per PAR drwg;C3631;C/A Clr Vga M/F 10';;
YC CABLE;per PAR drwg;C3634;C/A Clr Vga M/F 25';;
YC CABLE;per PAR drwg;C3635;C/A Clr Vga M/F 50';;
YC CABLE;per PAR drwg;C3637;C/A Clr Vga M/F 100';;
OMNITRONICS;per PAR drwg;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
OMNITRONICS;per PAR drwg;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
OMNITRONICS;per PAR drwg;C3862;C/A,Epson Serial Ptr 10 Feet;GLO51;7/25/2022
OMNITRONICS;per PAR drwg;C3863;C/A,Epson Serial Ptr 25 Feet;OMN03;12/21/2022
OMNITRONICS;per PAR drwg;C3864;C/A,Epson Serial Ptr 50 Feet;OMN03;6/24/2021
R-TRONICS, INC;per PAR drwg;C3620;C/A-Color Vga Ext M/M 5ft;CAB02;6/29/2021
R-TRONICS, INC;per PAR drwg;C3620;C/A-Color Vga Ext M/M 5ft;CDW01;1/31/2023
R-TRONICS, INC;per PAR drwg;C3621;Color VGA Extender Cable (Male to Male) - 10 foot;CAB02;3/10/2022
R-TRONICS, INC;per PAR drwg;C3621;Color VGA Extender Cable (Male to Male) - 10 foot;CDW01;3/20/2023
R-TRONICS, INC;per PAR drwg;C3624;Color VGA Extension Cable (Male to Male) - 25 foot;CAB02;7/29/2020
R-TRONICS, INC;per PAR drwg;C3625;C/A-Color Vga Ext (M/M) 50ft;CAB02;3/6/2023
R-TRONICS, INC;per PAR drwg;C3630;C/A Clr Vga Ext M/G 5ft;;
R-TRONICS, INC;per PAR drwg;C3631;C/A Clr Vga M/F 10';;
R-TRONICS, INC;per PAR drwg;C3634;C/A Clr Vga M/F 25';;
R-TRONICS, INC;per PAR drwg;C3635;C/A Clr Vga M/F 50';;
R-TRONICS, INC;per PAR drwg;C3637;C/A Clr Vga M/F 100';;
R-TRONICS, INC;per PAR drwg;C3801;C/A,Prtr Db25/Centronics 5ft;;
R-TRONICS, INC;per PAR drwg;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
R-TRONICS, INC;per PAR drwg;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
R-TRONICS, INC;per PAR drwg;C3862;C/A,Epson Serial Ptr 10 Feet;GLO51;7/25/2022
legrand;per PAR drwg;C3801;C/A,Prtr Db25/Centronics 5ft;;
legrand;per PAR drwg;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
legrand;per PAR drwg;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
legrand;per PAR drwg;C3862;C/A,Epson Serial Ptr 10 Feet;GLO51;7/25/2022
legrand;per PAR drwg;C3863;C/A,Epson Serial Ptr 25 Feet;OMN03;12/21/2022
legrand;per PAR drwg;C3864;C/A,Epson Serial Ptr 50 Feet;OMN03;6/24/2021
APPLE CONVERTING;per PAR drwg;754001802;Label-Blank 4 X 3;HAR22;9/22/2022
APPLE CONVERTING;per PAR drwg;754001802;Label-Blank 4 X 3;SIM01;1/6/2022
SIMCONA;per PAR drwg;C3620;C/A-Color Vga Ext M/M 5ft;CAB02;6/29/2021
SIMCONA;per PAR drwg;C3620;C/A-Color Vga Ext M/M 5ft;CDW01;1/31/2023
SIMCONA;per PAR drwg;C3621;Color VGA Extender Cable (Male to Male) - 10 foot;CAB02;3/10/2022
SIMCONA;per PAR drwg;C3621;Color VGA Extender Cable (Male to Male) - 10 foot;CDW01;3/20/2023
SIMCONA;per PAR drwg;C3624;Color VGA Extension Cable (Male to Male) - 25 foot;CAB02;7/29/2020
SIMCONA;per PAR drwg;C3625;C/A-Color Vga Ext (M/M) 50ft;CAB02;3/6/2023
SIMCONA;per PAR drwg;C3630;C/A Clr Vga Ext M/G 5ft;;
SIMCONA;per PAR drwg;C3631;C/A Clr Vga M/F 10';;
SIMCONA;per PAR drwg;C3634;C/A Clr Vga M/F 25';;
SIMCONA;per PAR drwg;C3635;C/A Clr Vga M/F 50';;
SIMCONA;per PAR drwg;C3637;C/A Clr Vga M/F 100';;
SIMCONA;per PAR drwg;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
SIMCONA;per PAR drwg;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
SIMCONA;per PAR drwg;C3862;C/A,Epson Serial Ptr 10 Feet;GLO51;7/25/2022
Victor Corporation;PER PAR DWG;466001012;Pwr Cd 18ga 10' Iec/125v;SIM01;11/4/2021
Victor Corporation;PER PAR DWG;F2305;F2305 120v Standard Power Cord;;
DELL MARKETING LP - PA;Per quote 3000004074716.1;988017703;Dual Mtg Brkt For Zx0 Mcd;;
DELL MARKETING LP - PA;PER QUOTE 3000054218329.1;988020603;Dell PowerEdge T140 McDonald's;;
DELL MARKETING LP - PA;PER QUOTE 3000066429372.4;988020604;Dell PowerEdge T140 McDonald's;DEL13;7/6/2021
DELL MARKETING LP - PA;PER QUOTE 3000066429372.4;988020604;Dell PowerEdge T140 McDonald's;NCR10;8/9/2022
DELL MARKETING LP - PA;PER QUOTE 3000116232758.3;988020604;Dell PowerEdge T140 McDonald's;DEL13;7/6/2021
DELL MARKETING LP - PA;PER QUOTE 3000116232758.3;988020604;Dell PowerEdge T140 McDonald's;NCR10;8/9/2022
ZHANGJIAGAN HONGSHENG ELEC CO;PEW291201000;980017750;Drawer Cable Conn (Db9, Rj11);ZHA01;3/21/2023
BR METAL TECHNOLOGY, INC.;PFD115-G-1-A;K3688-10;Extension Wall Bracket Mcds;BRM01;11/30/2022
PNY GLOBAL;P-FD4GBATT2-EF;266005102;Flash Drive Usb 2.0 4gb Min;;
PNY GLOBAL;P-FD64GTBOP-GE;266005602;Flash Drive Ubs3.0 64gb+ Mcds;AMA04;2/24/2023
PNY GLOBAL;P-FD64GTBOP-GE;266005602;Flash Drive Ubs3.0 64gb+ Mcds;NEW47;10/20/2020
STAYONLINE;PFIRAM2073.75C572HANK;F2336;Pwr Cble 6ft Mini 3pin Ar;;
AURUS, INC.;PIN DEBIT KEY INJECTION;269035571;PAR Pay - Processor Pin Debit Key Injection;AUR05;3/20/2023
SuperMicro;PIO-E302-9A-RS011 SUPERMICRO SUPERSERVER;920000118;In-Store Servers (New - Atom server);;
APG Inc.;PK-0032-008;551001702;Intl C/D-6 Slot Coin Tray;APG01;9/23/2022
APG Inc.;PK-0032-016;K2053;"16"" Cash Drawer Insert - North America";APG01;12/13/2022
APG Inc.;PK0032-016;K2053;"16"" Cash Drawer Insert - North America";APG01;12/13/2022
APG INC;PK0032-016;K2053;"16"" Cash Drawer Insert - North America";APG01;12/13/2022
APG Inc.;PK-0032-017;K2055;Cash Dwr,Int'L Insert W/Cup;APG01;4/28/2022
APG Inc.;PK-0032-019;K2331;"18"" Cash Drawer Insert - North America";APG01;3/6/2023
APG Inc.;PK-0032-019;K2331;"18"" Cash Drawer Insert - North America";PTCB;2/21/2022
APG INC;PK-0032-019;K2331;"18"" Cash Drawer Insert - North America";APG01;3/6/2023
APG INC;PK-0032-019;K2331;"18"" Cash Drawer Insert - North America";PTCB;2/21/2022
APG Inc.;PK-0032-021;F1500;Keylock Kit;;
APG Inc.;PK-0032-022;K2335;Insert Cash Drawer Internat;;
APG Inc.;PK-0032-024;K2336;Till Insert C/D Can Dollar;;
APG Inc.;PK-0032-025;F1501;Lock Cash Dwr-Apg S4000;;
APG Inc.;PK-0032-026;K2355;Apg Vasaroi Cash Dwr;APG01;8/16/2022
APG INC;PK-0032-026;K2355;Apg Vasaroi Cash Dwr;APG01;8/16/2022
APG INC;PK-0032-027;K2056;Apg Coin Cups For Mcd Only;APG01;1/17/2023
APG Inc.;PK-0032-027;K2056;Apg Coin Cups For Mcd Only;APG01;1/17/2023
APG Inc.;PK-0032-029;980000589;Non-Media S/S Drw Frt Par Logo;;
APG Inc.;PK-24F-MED;850004502;End Cap Apg Cash Drawer;;
BR METAL TECHNOLOGY, INC.;PK3603A;K3603A;Remote Video Ceiling Brkt Kit;BRM01;6/29/2021
APG Inc.;PK-4A-BL;980000594;Slide Kit;APG01;5/12/2022
APG Inc.;PK-4BB;980000595;Ball Bearing Kit;APG01;2/9/2023
APG INC;PK-8K-A1;980006419;APG A1 key set of 2;APG01;1/7/2022
APG Inc.;PK-8K-A1;980006419;APG A1 key set of 2;APG01;1/7/2022
APG Inc.;PK-8K-A2;980000571;Cash Drawer Keys,Round Head;APG01;12/5/2022
Murata Manufacturing Company, Ltd.;PKLCS1212E4001-R1;26101762529;Buzzer, Piezo, 25V, 300 Hz, 75 dB min.3Vpp,4kHz;;
INDUSTRIAL FASTENERS;PLASTITE 601-1 OR PLT 30;847001901;Scr Pl-P/Ph #4 X 1/4;THR10;5/27/2020
PANDUIT;PLT.7M-M;881000101;Ty-Wrap 4in.;HAR22;10/10/2019
PANDUIT;PLT.7M-M;881000101;Ty-Wrap 4in.;THR10;9/14/2021
PANDUIT;PLT21-M**;881000103;Ty-Wrap 8in. 40lb.;HAR22;1/14/2022
PANDUIT;PLT2M-M;881000104;Ty-Wrap 8in. 18lb.;SIM01;9/22/2021
PANDUIT;PLT2SMD;881000501;Cable Tie,.184 X 7.31 Lg Blk T;ROM01;2/19/2020
PANDUIT;PLT2SMD;881000501;Cable Tie,.184 X 7.31 Lg Blk T;THR10;3/8/2023
PANDUIT;PLT2SMO;881000501;Cable Tie,.184 X 7.31 Lg Blk T;ROM01;2/19/2020
PANDUIT;PLT2SMO;881000501;Cable Tie,.184 X 7.31 Lg Blk T;THR10;3/8/2023
